# Strain, f_max, p, Sigma, DeltaPhi, num_broken
1.396772895789275513e-02,2.073698580336235942e-01,6.130627619713870935e-01,2.709265442210431729e+02,2.874040436187469405e-01,1.500000000000000000e+01
1.397395132157039366e-02,2.083300098999961714e-01,6.130627619713868715e-01,2.701616046573927292e+02,2.875587306656620101e-01,1.500000000000000000e+01
1.398017368524803218e-02,2.093007728505025811e-01,6.130627619713872045e-01,2.693592755295532015e+02,2.877145343599177840e-01,1.500000000000000000e+01
1.398639604892567070e-02,2.102729102085977575e-01,6.130627619713869825e-01,2.685576978456844017e+02,2.878700601402048864e-01,1.500000000000000000e+01
1.399261841260330749e-02,2.112463728300661980e-01,6.130627619713870935e-01,2.677569058472212191e+02,2.880253158496030585e-01,1.500000000000000000e+01
1.399884077628094602e-02,2.122211250147187367e-01,6.130627619713870935e-01,2.669569224251982291e+02,2.881803089994499079e-01,1.500000000000000000e+01
1.400506313995858454e-02,2.131971372904430395e-01,6.130627619713869825e-01,2.661577648760770671e+02,2.883350468638953834e-01,1.500000000000000000e+01
1.401128550363622306e-02,2.141743832966484795e-01,6.130627619713869825e-01,2.653594483297090960e+02,2.884895365323592031e-01,1.500000000000000000e+01
1.401750786731386159e-02,2.151528390444223671e-01,6.130627619713869825e-01,2.645619857401509307e+02,2.886437850191562182e-01,1.500000000000000000e+01
1.402373023099149837e-02,2.161324821132908636e-01,6.130627619713870935e-01,2.637653893096541537e+02,2.887977992836582852e-01,1.500000000000000000e+01
1.402995259466913690e-02,2.171132920426175894e-01,6.130627619713869825e-01,2.629696689960738922e+02,2.889515863264759954e-01,1.500000000000000000e+01
1.403617495834677542e-02,2.180952492986164837e-01,6.130627619713872045e-01,2.621748351228358160e+02,2.891051531369016048e-01,1.500000000000000000e+01
1.404239732202441394e-02,2.190783363224909353e-01,6.130627619713870935e-01,2.613808956562706385e+02,2.892585068023503792e-01,1.500000000000000000e+01
1.404861968570205247e-02,2.200625359385419144e-01,6.130627619713872045e-01,2.605878598662546892e+02,2.894116544060483243e-01,1.500000000000000000e+01
1.405484204937968926e-02,2.210478328037591977e-01,6.130627619713869825e-01,2.597957342688607127e+02,2.895646031756397010e-01,1.500000000000000000e+01
1.406106441305732778e-02,2.220342127949403166e-01,6.130627619713870935e-01,2.590045251043094368e+02,2.897173604068320474e-01,1.500000000000000000e+01
1.406728677673496630e-02,2.230216625000226438e-01,6.130627619713869825e-01,2.582142387192907904e+02,2.898699334611063438e-01,1.500000000000000000e+01
1.407350914041260483e-02,2.240101704194989163e-01,6.130627619713867604e-01,2.574248789910097912e+02,2.900223298587170651e-01,1.500000000000000000e+01
1.407973150409024335e-02,2.249997259321655230e-01,6.130627619713868715e-01,2.566364500199317149e+02,2.901745571928652234e-01,1.500000000000000000e+01
1.408595386776788014e-02,2.259903196019340532e-01,6.130627619713870935e-01,2.558489550563253658e+02,2.903266231730016744e-01,1.500000000000000000e+01
1.409217623144551866e-02,2.269819429041092240e-01,6.130627619713874266e-01,2.550623970300808594e+02,2.904785356113900319e-01,1.500000000000000000e+01
1.409839859512315718e-02,2.279745896039318265e-01,6.130627619713870935e-01,2.542767760210828385e+02,2.906303025135931195e-01,1.500000000000000000e+01
1.410462095880079571e-02,2.289682532165248918e-01,6.130627619713869825e-01,2.534920945729444668e+02,2.907819319035345740e-01,1.500000000000000000e+01
1.411084332247843423e-02,2.299629296608804718e-01,6.130627619713874266e-01,2.527083514606206620e+02,2.909334320396274598e-01,1.500000000000000000e+01
1.411706568615607102e-02,2.309586164927417140e-01,6.130627619713872045e-01,2.519255451298904802e+02,2.910848113025189532e-01,1.500000000000000000e+01
1.412328804983370954e-02,2.319553113209321116e-01,6.130627619713868715e-01,2.511436751205642679e+02,2.912360781526950326e-01,1.500000000000000000e+01
1.412951041351134807e-02,2.329530146806398361e-01,6.130627619713870935e-01,2.503627375425306241e+02,2.913872412899526365e-01,1.500000000000000000e+01
1.413573277718898659e-02,2.339517263354241039e-01,6.130627619713868715e-01,2.495827310994826291e+02,2.915383094513256945e-01,1.500000000000000000e+01
1.414195514086662511e-02,2.349514501171873770e-01,6.130627619713870935e-01,2.488036494014140487e+02,2.916892916789812773e-01,1.500000000000000000e+01
1.414817750454426190e-02,2.359521891699810914e-01,6.130627619713873155e-01,2.480254889559112712e+02,2.918401970571277149e-01,1.500000000000000000e+01
1.415439986822190042e-02,2.369539492046433549e-01,6.130627619713872045e-01,2.472482431781022001e+02,2.919910349156178420e-01,1.500000000000000000e+01
1.416062223189953895e-02,2.379567368912283709e-01,6.130627619713869825e-01,2.464719066772533154e+02,2.921418146927081128e-01,1.500000000000000000e+01
1.416684459557717747e-02,2.389605598233296435e-01,6.130627619713869825e-01,2.456964714858282264e+02,2.922925460788466934e-01,1.500000000000000000e+01
1.417306695925481599e-02,2.399654310952785974e-01,6.130627619713873155e-01,2.449219270472920016e+02,2.924432390022158046e-01,1.500000000000000000e+01
1.417928932293245278e-02,2.409713605072849041e-01,6.130627619713869825e-01,2.441482676772865545e+02,2.925939034014684581e-01,1.500000000000000000e+01
1.418551168661009131e-02,2.419783620624191833e-01,6.130627619713869825e-01,2.433754823056356713e+02,2.927445495739784964e-01,1.500000000000000000e+01
1.419173405028772983e-02,2.429864511774300628e-01,6.130627619713869825e-01,2.426035603060891503e+02,2.928951879850051898e-01,1.500000000000000000e+01
1.419795641396536835e-02,2.439956451259530645e-01,6.130627619713872045e-01,2.418324902494517232e+02,2.930458293183945129e-01,1.500000000000000000e+01
1.420417877764300688e-02,2.450059631093452761e-01,6.130627619713869825e-01,2.410622598997064756e+02,2.931964844847773644e-01,1.500000000000000000e+01
1.421040114132064366e-02,1.999096138617379448e-01,6.130627619713872045e-01,2.397766122820083297e+02,2.933649690004768162e-01,1.600000000000000000e+01
1.421540114132064346e-02,2.006031509951166913e-01,6.130627619713870935e-01,2.392675884204933254e+02,2.934822786231592318e-01,1.600000000000000000e+01
1.422193345565375168e-02,2.015114719627311424e-01,6.130627619713868715e-01,2.386019269811192203e+02,2.936356493635803866e-01,1.600000000000000000e+01
1.422846576998685816e-02,2.024219602058100476e-01,6.130627619713873155e-01,2.379359561872553286e+02,2.937891401408461722e-01,1.600000000000000000e+01
1.423499808431996638e-02,2.033346351610021974e-01,6.130627619713868715e-01,2.372696825909713993e+02,2.939427574408094435e-01,1.600000000000000000e+01
1.424153039865307460e-02,2.042495083941685274e-01,6.130627619713873155e-01,2.366031037413459615e+02,2.940965092321033980e-01,1.600000000000000000e+01
1.424806271298618109e-02,2.051665887137898436e-01,6.130627619713870935e-01,2.359362104434858338e+02,2.942504046119197025e-01,1.600000000000000000e+01
1.425459502731928930e-02,2.060858830635950434e-01,6.130627619713870935e-01,2.352689914039502241e+02,2.944044534575785965e-01,1.600000000000000000e+01
1.426112734165239579e-02,2.070073989252591007e-01,6.130627619713870935e-01,2.346014297893648859e+02,2.945586664553294654e-01,1.600000000000000000e+01
1.426765965598550401e-02,2.079311440204869299e-01,6.130627619713872045e-01,2.339335063642989496e+02,2.947130549067358274e-01,1.600000000000000000e+01
1.427419197031861223e-02,2.088571267191295655e-01,6.130627619713870935e-01,2.332651995003883485e+02,2.948676306801151226e-01,1.600000000000000000e+01
1.428072428465171871e-02,2.097853562563485874e-01,6.130627619713869825e-01,2.325964851641751068e+02,2.950224061807786291e-01,1.600000000000000000e+01
1.428725659898482693e-02,2.107158430060704912e-01,6.130627619713870935e-01,2.319273370321595849e+02,2.951773943280646684e-01,1.600000000000000000e+01
1.429378891331793341e-02,2.116485983463315124e-01,6.130627619713874266e-01,2.312577271491610986e+02,2.953326085185735139e-01,1.600000000000000000e+01
1.430032122765104163e-02,2.125836350485967030e-01,6.130627619713867604e-01,2.305876251100345655e+02,2.954880626579978742e-01,1.600000000000000000e+01
1.430685354198414985e-02,2.135209677699250186e-01,6.130627619713872045e-01,2.299169976033632281e+02,2.956437711789127176e-01,1.600000000000000000e+01
1.431338585631725634e-02,2.144606120764666335e-01,6.130627619713870935e-01,2.292458106976513648e+02,2.957997489685637027e-01,1.600000000000000000e+01
1.431991817065036456e-02,2.154089372686107118e-01,6.130627619713869825e-01,2.285467471464210121e+02,2.959569908531738403e-01,1.600000000000000000e+01
1.432645048498347104e-02,2.163714801953752764e-01,6.130627619713870935e-01,2.277963736319772181e+02,2.961163619263704749e-01,1.600000000000000000e+01
1.433298279931657926e-02,2.173366700316556599e-01,6.130627619713868715e-01,2.270445504546689790e+02,2.962760934204477503e-01,1.600000000000000000e+01
1.433951511364968748e-02,2.183045055501710574e-01,6.130627619713869825e-01,2.262912428271812075e+02,2.964362084270540376e-01,1.600000000000000000e+01
1.434604742798279396e-02,2.192749959625566181e-01,6.130627619713874266e-01,2.255364063950642333e+02,2.965967480378464693e-01,1.600000000000000000e+01
1.435257974231590218e-02,2.202481610659891842e-01,6.130627619713870935e-01,2.247799889697235187e+02,2.967577355976183662e-01,1.600000000000000000e+01
1.435911205664900867e-02,2.212240276607751466e-01,6.130627619713869825e-01,2.240219321510534201e+02,2.969191944910641867e-01,1.600000000000000000e+01
1.436564437098211688e-02,2.222026280043999380e-01,6.130627619713868715e-01,2.232621714565972866e+02,2.970811489108052261e-01,1.600000000000000000e+01
1.437217668531522510e-02,2.231840007748826515e-01,6.130627619713867604e-01,2.225006343340458557e+02,2.972436240553704700e-01,1.600000000000000000e+01
1.437870899964833159e-02,2.241681890836252633e-01,6.130627619713873155e-01,2.217372444748992848e+02,2.974066460467678641e-01,1.600000000000000000e+01
1.438524131398143981e-02,2.251552382153211851e-01,6.130627619713873155e-01,2.209719242150493983e+02,2.975702419087714601e-01,1.600000000000000000e+01
1.439177362831454629e-02,2.261452028376787216e-01,6.130627619713869825e-01,2.202045806531714334e+02,2.977344402371047138e-01,1.600000000000000000e+01
1.439830594264765451e-02,2.271381377777023369e-01,6.130627619713870935e-01,2.194351247576208266e+02,2.978992704746136200e-01,1.600000000000000000e+01
1.440483825698076273e-02,2.281341047015261192e-01,6.130627619713874266e-01,2.186634562977251903e+02,2.980647636212799823e-01,1.600000000000000000e+01
1.441137057131386921e-02,2.291331697590101302e-01,6.130627619713872045e-01,2.178894686309283770e+02,2.982309521292864640e-01,1.600000000000000000e+01
1.441790288564697743e-02,2.301354060320874584e-01,6.130627619713869825e-01,2.171130466122883149e+02,2.983978700645663618e-01,1.600000000000000000e+01
1.442443519998008392e-02,2.311408895503442862e-01,6.130627619713873155e-01,2.163340719867217672e+02,2.985655529856681700e-01,1.600000000000000000e+01
1.443096751431319213e-02,2.321497032381420744e-01,6.130627619713867604e-01,2.155524159958094970e+02,2.987340383195119520e-01,1.600000000000000000e+01
1.443749982864630035e-02,2.331619363968187308e-01,6.130627619713873155e-01,2.147679385216187029e+02,2.989033656344532441e-01,1.600000000000000000e+01
1.444403214297940684e-02,2.341776863569597911e-01,6.130627619713872045e-01,2.139804923102864791e+02,2.990735763580567030e-01,1.600000000000000000e+01
1.445056445731251506e-02,2.351970542888009996e-01,6.130627619713870935e-01,2.131899235735359071e+02,2.992447140708903719e-01,1.600000000000000000e+01
1.445709677164562154e-02,2.362201512059899644e-01,6.130627619713873155e-01,2.123960621464325129e+02,2.994168249869599285e-01,1.600000000000000000e+01
1.446362908597872976e-02,2.372470951102142456e-01,6.130627619713869825e-01,2.115987300740139858e+02,2.995899577379819712e-01,1.600000000000000000e+01
1.447016140031183798e-02,2.382780130047691680e-01,6.130627619713872045e-01,2.107977353703222150e+02,2.997641638175302381e-01,1.600000000000000000e+01
1.447669371464494446e-02,2.393130406197531146e-01,6.130627619713874266e-01,2.099928741486560568e+02,2.999394976455823092e-01,1.600000000000000000e+01
1.448322602897805268e-02,2.403523248675926982e-01,6.130627619713869825e-01,2.091839242645297645e+02,3.001160171102878471e-01,1.600000000000000000e+01
1.448975834331115917e-02,2.413960215982572100e-01,6.130627619713869825e-01,2.083706531236089745e+02,3.002937833147535929e-01,1.600000000000000000e+01
1.449629065764426739e-02,2.424442994232753334e-01,6.130627619713868715e-01,2.075528071233684102e+02,3.004728613898186018e-01,1.600000000000000000e+01
1.450282297197737560e-02,2.434973382248837026e-01,6.130627619713869825e-01,2.067301178829066544e+02,3.006533203747595584e-01,1.600000000000000000e+01
1.450935528631048209e-02,2.445552532173333460e-01,6.130627619713872045e-01,2.059023172278783989e+02,3.008352477477532205e-01,1.600000000000000000e+01
1.451588760064359031e-02,2.456181779435754053e-01,6.130627619713869825e-01,2.050691824084617281e+02,3.010187132054149561e-01,1.600000000000000000e+01
1.452241991497669679e-02,1.980285041301687310e-01,6.130627619713872045e-01,2.037632197328497057e+02,3.012239084694160463e-01,1.700000000000000000e+01
1.452741991497669659e-02,1.987144243082836770e-01,6.130627619713870935e-01,2.032349879458996895e+02,3.013618748549385939e-01,1.700000000000000000e+01
1.453399031408612353e-02,1.996193903840051131e-01,6.130627619713870935e-01,2.025365007385709646e+02,3.015432256481003770e-01,1.700000000000000000e+01
1.454056071319554874e-02,2.005275228349842898e-01,6.130627619713868715e-01,2.018350422063978726e+02,3.017245279244679668e-01,1.700000000000000000e+01
1.454713111230497569e-02,2.014384061563766481e-01,6.130627619713872045e-01,2.011316752448754812e+02,3.019056930451163301e-01,1.700000000000000000e+01
1.455370151141440263e-02,2.023516061365760177e-01,6.130627619713870935e-01,2.004272639794563702e+02,3.020865406111722384e-01,1.700000000000000000e+01
1.456027191052382784e-02,2.032667996622386786e-01,6.130627619713870935e-01,1.997225206584317050e+02,3.022669696341732104e-01,1.700000000000000000e+01
1.456684230963325478e-02,2.041837792890035808e-01,6.130627619713868715e-01,1.990179490061396166e+02,3.024469475711275002e-01,1.700000000000000000e+01
1.457341270874267999e-02,2.051023861297416595e-01,6.130627619713868715e-01,1.983138904389575146e+02,3.026264493439587699e-01,1.700000000000000000e+01
1.457998310785210694e-02,2.060224925550838970e-01,6.130627619713868715e-01,1.976105891665123693e+02,3.028054544434869988e-01,1.700000000000000000e+01
1.458655350696153388e-02,2.069439932107922653e-01,6.130627619713870935e-01,1.969082231930096611e+02,3.029839458141065922e-01,1.700000000000000000e+01
1.459312390607095909e-02,2.078667989762845170e-01,6.130627619713872045e-01,1.962069248432937911e+02,3.031619089707035530e-01,1.700000000000000000e+01
1.459969430518038604e-02,2.087908325216025762e-01,6.130627619713873155e-01,1.955067956981599480e+02,3.033393312389921492e-01,1.700000000000000000e+01
1.460626470428981125e-02,2.097160248641241065e-01,6.130627619713870935e-01,1.948079186471929631e+02,3.035162013127424840e-01,1.700000000000000000e+01
1.461283510339923819e-02,2.106423139149184165e-01,6.130627619713873155e-01,1.941103607024309099e+02,3.036925090100535685e-01,1.700000000000000000e+01
1.461940550250866513e-02,2.115696427165707771e-01,6.130627619713869825e-01,1.934141784984765593e+02,3.038682450289521553e-01,1.700000000000000000e+01
1.462597590161809034e-02,2.124979587347566867e-01,6.130627619713872045e-01,1.927194199669224588e+02,3.040434008299778279e-01,1.700000000000000000e+01
1.463254630072751729e-02,2.134272126577889950e-01,6.130627619713875376e-01,1.920261273806790427e+02,3.042179684734183653e-01,1.700000000000000000e+01
1.463911669983694250e-02,2.143573578046889250e-01,6.130627619713873155e-01,1.913343388772946128e+02,3.043919405273857182e-01,1.700000000000000000e+01
1.464568709894636944e-02,2.152883500781797022e-01,6.130627619713870935e-01,1.906440879417430381e+02,3.045653100465515739e-01,1.700000000000000000e+01
1.465225749805579639e-02,2.162201470705368833e-01,6.130627619713873155e-01,1.899554060265128044e+02,3.047380704506230664e-01,1.700000000000000000e+01
1.465882789716522160e-02,2.171703718129137650e-01,6.130627619713870935e-01,1.891901103406841287e+02,3.049133485576820957e-01,1.700000000000000000e+01
1.466539829627464854e-02,2.181221887417737759e-01,6.130627619713875376e-01,1.884224527800323870e+02,3.050880911112321403e-01,1.700000000000000000e+01
1.467196869538407375e-02,2.190746610044023990e-01,6.130627619713868715e-01,1.876562894282841398e+02,3.052621384747101208e-01,1.700000000000000000e+01
1.467853909449350069e-02,2.200277302774945321e-01,6.130627619713874266e-01,1.868916679084685200e+02,3.054354854682208020e-01,1.700000000000000000e+01
1.468510949360292764e-02,2.209813468941579373e-01,6.130627619713874266e-01,1.861286293558126488e+02,3.056081265398907232e-01,1.700000000000000000e+01
1.469167989271235285e-02,2.219354662576669968e-01,6.130627619713872045e-01,1.853672095215190723e+02,3.057800560428933223e-01,1.700000000000000000e+01
1.469825029182177979e-02,2.228900470449851901e-01,6.130627619713873155e-01,1.846074407975274596e+02,3.059512683435821057e-01,1.700000000000000000e+01
1.470482069093120500e-02,2.238450494661033685e-01,6.130627619713873155e-01,1.838493552863705816e+02,3.061217578213915602e-01,1.700000000000000000e+01
1.471139109004063195e-02,2.248004368897359440e-01,6.130627619713870935e-01,1.830929811825314175e+02,3.062915190466531934e-01,1.700000000000000000e+01
1.471796148915005889e-02,2.257561725341439562e-01,6.130627619713873155e-01,1.823383491435378971e+02,3.064605466089173058e-01,1.700000000000000000e+01
1.472453188825948410e-02,2.267122220170786351e-01,6.130627619713875376e-01,1.815854862685644378e+02,3.066288353329055250e-01,1.700000000000000000e+01
1.473110228736891104e-02,2.276685518857347323e-01,6.130627619713870935e-01,1.808344197960745134e+02,3.067963801655337885e-01,1.700000000000000000e+01
1.473767268647833625e-02,2.286251294970516879e-01,6.130627619713869825e-01,1.800851768036881424e+02,3.069631761909740741e-01,1.700000000000000000e+01
1.474424308558776320e-02,2.295819235431633409e-01,6.130627619713868715e-01,1.793377828871655595e+02,3.071292186741002572e-01,1.700000000000000000e+01
1.475081348469719014e-02,2.305389031709675629e-01,6.130627619713872045e-01,1.785922639738406303e+02,3.072945029998686572e-01,1.700000000000000000e+01
1.475738388380661535e-02,2.314960399540609282e-01,6.130627619713873155e-01,1.778486427698630052e+02,3.074590247843832502e-01,1.700000000000000000e+01
1.476395428291604230e-02,2.324533044453404307e-01,6.130627619713872045e-01,1.771069456908851123e+02,3.076227796474191867e-01,1.700000000000000000e+01
1.477052468202546751e-02,2.334106691503584075e-01,6.130627619713870935e-01,1.763671954856271782e+02,3.077857634509587603e-01,1.700000000000000000e+01
1.477709508113489445e-02,2.343681064980549233e-01,6.130627619713874266e-01,1.756294159523128826e+02,3.079479721395370073e-01,1.700000000000000000e+01
1.478366548024432139e-02,2.353255920267811885e-01,6.130627619713875376e-01,1.748936275306243715e+02,3.081094018766166731e-01,1.700000000000000000e+01
1.479023587935374660e-02,2.362830981351405901e-01,6.130627619713870935e-01,1.741598563693693791e+02,3.082700487575629200e-01,1.700000000000000000e+01
1.479680627846317355e-02,2.372406033362279010e-01,6.130627619713868715e-01,1.734281192667702669e+02,3.084299092789554164e-01,1.700000000000000000e+01
1.480337667757259876e-02,2.381980809299875379e-01,6.130627619713873155e-01,1.726984427806438589e+02,3.085889797343256413e-01,1.700000000000000000e+01
1.480994707668202570e-02,2.391555096375971856e-01,6.130627619713870935e-01,1.719708442115204150e+02,3.087472568121934491e-01,1.700000000000000000e+01
1.481651747579145265e-02,2.401128688550419887e-01,6.130627619713872045e-01,1.712453434174501865e+02,3.089047372131668578e-01,1.700000000000000000e+01
1.482308787490087786e-02,2.410701354278612929e-01,6.130627619713875376e-01,1.705219634297867231e+02,3.090614176384165468e-01,1.700000000000000000e+01
1.482965827401030480e-02,2.420272892627981509e-01,6.130627619713868715e-01,1.698007223625758400e+02,3.092172950367378936e-01,1.700000000000000000e+01
1.483622867311973001e-02,2.429843105180554963e-01,6.130627619713873155e-01,1.690816401158059818e+02,3.093723663911417399e-01,1.700000000000000000e+01
1.484279907222915695e-02,2.439411803676887203e-01,6.130627619713873155e-01,1.683647350201883341e+02,3.095266288219403750e-01,1.700000000000000000e+01
1.484936947133858390e-02,2.448978805637425926e-01,6.130627619713874266e-01,1.676500259823268664e+02,3.096800795175350673e-01,1.700000000000000000e+01
1.485593987044800911e-02,2.458543936879500347e-01,6.130627619713875376e-01,1.669375314160763253e+02,3.098327157666436737e-01,1.700000000000000000e+01
1.486251026955743605e-02,1.929932438568994768e-01,6.130627619713873155e-01,1.658076303652938748e+02,3.099978780108842424e-01,1.800000000000000000e+01
1.486751026955743585e-02,1.936001588628437631e-01,6.130627619713873155e-01,1.653667616615162217e+02,3.101094193837150015e-01,1.800000000000000000e+01
1.487447569452771470e-02,1.944469757549042443e-01,6.130627619713870935e-01,1.647531367322379481e+02,3.102641820001488804e-01,1.800000000000000000e+01
1.488144111949799356e-02,1.952949753587735204e-01,6.130627619713872045e-01,1.641405942996089777e+02,3.104182450414588179e-01,1.800000000000000000e+01
1.488840654446827241e-02,1.961441482484685694e-01,6.130627619713872045e-01,1.635291686497635055e+02,3.105716026009887609e-01,1.800000000000000000e+01
1.489537196943855127e-02,1.969944752888812822e-01,6.130627619713870935e-01,1.629188889028807807e+02,3.107242499575747496e-01,1.800000000000000000e+01
1.490233739440883012e-02,1.978459327256247569e-01,6.130627619713873155e-01,1.623097808893076603e+02,3.108761831314619806e-01,1.800000000000000000e+01
1.490930281937910898e-02,1.986984944713557633e-01,6.130627619713873155e-01,1.617018681682231431e+02,3.110273986264512347e-01,1.800000000000000000e+01
1.491626824434938783e-02,1.995521331957024191e-01,6.130627619713873155e-01,1.610951728901892466e+02,3.111778932697112920e-01,1.800000000000000000e+01
1.492323366931966669e-02,2.004068211141018241e-01,6.130627619713868715e-01,1.604897151792861791e+02,3.113276641449243543e-01,1.800000000000000000e+01
1.493019909428994554e-02,2.012625299379713906e-01,6.130627619713870935e-01,1.598855150202265349e+02,3.114767084849501266e-01,1.800000000000000000e+01
1.493716451926022440e-02,2.021192314255924882e-01,6.130627619713869825e-01,1.592825908784303977e+02,3.116250236773921989e-01,1.800000000000000000e+01
1.494412994423050325e-02,2.029768972271648875e-01,6.130627619713868715e-01,1.586809610479342041e+02,3.117726072046165253e-01,1.800000000000000000e+01
1.495109536920078211e-02,2.038354992199157834e-01,6.130627619713870935e-01,1.580806427936471152e+02,3.119194566531084400e-01,1.800000000000000000e+01
1.495806079417106096e-02,2.046950093308351204e-01,6.130627619713868715e-01,1.574816532599671461e+02,3.120655696803600332e-01,1.800000000000000000e+01
1.496502621914133982e-02,2.055553996725801857e-01,6.130627619713873155e-01,1.568840092787991409e+02,3.122109440134948621e-01,1.800000000000000000e+01
1.497199164411161867e-02,2.064166428745985993e-01,6.130627619713873155e-01,1.562877262939318257e+02,3.123555774746434865e-01,1.800000000000000000e+01
1.497895706908189753e-02,2.072787117045347960e-01,6.130627619713868715e-01,1.556928200502798063e+02,3.124994679323917501e-01,1.800000000000000000e+01
1.498592249405217638e-02,2.081415791915054991e-01,6.130627619713872045e-01,1.550993059955321201e+02,3.126426133168163646e-01,1.800000000000000000e+01
1.499288791902245524e-02,2.090052187845221343e-01,6.130627619713870935e-01,1.545071989004559612e+02,3.127850116288865556e-01,1.800000000000000000e+01
1.499985334399273409e-02,2.098696041830294401e-01,6.130627619713868715e-01,1.539165134541031250e+02,3.129266609239600427e-01,1.800000000000000000e+01
1.500681876896301295e-02,2.107472179824159131e-01,6.130627619713873155e-01,1.532656981622279488e+02,3.130695647364198919e-01,1.800000000000000000e+01
1.501378419393329181e-02,2.116265785925544041e-01,6.130627619713872045e-01,1.526110952478896081e+02,3.132118055563427039e-01,1.800000000000000000e+01
1.502074961890357066e-02,2.125066079076485814e-01,6.130627619713873155e-01,1.519577767590587030e+02,3.133532135547675290e-01,1.800000000000000000e+01
1.502771504387384952e-02,2.133872638931665344e-01,6.130627619713870935e-01,1.513057747549831049e+02,3.134937877499527903e-01,1.800000000000000000e+01
1.503468046884412837e-02,2.142685120164121715e-01,6.130627619713870935e-01,1.506551140248988077e+02,3.136335266947714584e-01,1.800000000000000000e+01
1.504164589381440723e-02,2.151503208059573347e-01,6.130627619713872045e-01,1.500058176902111029e+02,3.137724286146652553e-01,1.800000000000000000e+01
1.504861131878468608e-02,2.160326614849287230e-01,6.130627619713873155e-01,1.493579051607690076e+02,3.139104916187827610e-01,1.800000000000000000e+01
1.505557674375496494e-02,2.169155060442598537e-01,6.130627619713872045e-01,1.487113966655002457e+02,3.140477136920464263e-01,1.800000000000000000e+01
1.506254216872524379e-02,2.177988279757132328e-01,6.130627619713875376e-01,1.480663103228928037e+02,3.141840928270586142e-01,1.800000000000000000e+01
1.506950759369552265e-02,2.186826013578108685e-01,6.130627619713872045e-01,1.474226644643010502e+02,3.143196270082926902e-01,1.800000000000000000e+01
1.507647301866580150e-02,2.195668014705557114e-01,6.130627619713870935e-01,1.467804759166387498e+02,3.144543142747788789e-01,1.800000000000000000e+01
1.508343844363608036e-02,2.204514038725560177e-01,6.130627619713872045e-01,1.461397622009211261e+02,3.145881526873509082e-01,1.800000000000000000e+01
1.509040386860635921e-02,2.213363847365238668e-01,6.130627619713870935e-01,1.455005401989142513e+02,3.147211403658224382e-01,1.800000000000000000e+01
1.509736929357663807e-02,2.222217214060086266e-01,6.130627619713873155e-01,1.448628251807178628e+02,3.148532755152834706e-01,1.800000000000000000e+01
1.510433471854691692e-02,2.231073908427933239e-01,6.130627619713869825e-01,1.442266343014306074e+02,3.149845563492555400e-01,1.800000000000000000e+01
1.511130014351719578e-02,2.239933718592226342e-01,6.130627619713872045e-01,1.435919813462377306e+02,3.151149812080972779e-01,1.800000000000000000e+01
1.511826556848747463e-02,2.248796427130298481e-01,6.130627619713869825e-01,1.429588825467598951e+02,3.152445484268160958e-01,1.800000000000000000e+01
1.512523099345775349e-02,2.257661828426789918e-01,6.130627619713870935e-01,1.423273519951777359e+02,3.153732564382818460e-01,1.800000000000000000e+01
1.513219641842803234e-02,2.266529716801250760e-01,6.130627619713873155e-01,1.416974048590161601e+02,3.155011036995364893e-01,1.800000000000000000e+01
1.513916184339831120e-02,2.275399895419686069e-01,6.130627619713869825e-01,1.410690547554115426e+02,3.156280887479605557e-01,1.800000000000000000e+01
1.514612726836859005e-02,2.284272170889261599e-01,6.130627619713868715e-01,1.404423157314512309e+02,3.157542101547031188e-01,1.800000000000000000e+01
1.515309269333886891e-02,2.293146348118896005e-01,6.130627619713870935e-01,1.398172021445836606e+02,3.158794665318810369e-01,1.800000000000000000e+01
1.516005811830914776e-02,2.302022258466651650e-01,6.130627619713873155e-01,1.391937244886678684e+02,3.160038566021469708e-01,1.800000000000000000e+01
1.516702354327942662e-02,2.310899719499497906e-01,6.130627619713869825e-01,1.385718971734641229e+02,3.161273790514893545e-01,1.800000000000000000e+01
1.517398896824970547e-02,2.319778550044692411e-01,6.130627619713873155e-01,1.379517340506029370e+02,3.162500326174459420e-01,1.800000000000000000e+01
1.518095439321998433e-02,2.328658593549505773e-01,6.130627619713875376e-01,1.373332448906635364e+02,3.163718161523998984e-01,1.800000000000000000e+01
1.518791981819026318e-02,2.337539674129111567e-01,6.130627619713873155e-01,1.367164444299388322e+02,3.164927284434873589e-01,1.800000000000000000e+01
1.519488524316054204e-02,2.346421638772084040e-01,6.130627619713872045e-01,1.361013426101869754e+02,3.166127684079090843e-01,1.800000000000000000e+01
1.520185066813082089e-02,2.355304342740625057e-01,6.130627619713868715e-01,1.354879501430903588e+02,3.167319349721023358e-01,1.800000000000000000e+01
1.520881609310109975e-02,2.364187626974462719e-01,6.130627619713875376e-01,1.348762802661313742e+02,3.168502270466952431e-01,1.800000000000000000e+01
1.521578151807137860e-02,2.373071349263977670e-01,6.130627619713870935e-01,1.342663432432564719e+02,3.169676436292863664e-01,1.800000000000000000e+01
1.522274694304165746e-02,2.381955370418948614e-01,6.130627619713873155e-01,1.336581497749028244e+02,3.170841837342273650e-01,1.800000000000000000e+01
1.522971236801193631e-02,2.390839555903093716e-01,6.130627619713873155e-01,1.330517104049441741e+02,3.171998464041017596e-01,1.800000000000000000e+01
1.523667779298221517e-02,2.399723775851238250e-01,6.130627619713872045e-01,1.324470355349025112e+02,3.173146307083520301e-01,1.800000000000000000e+01
