# Strain, f_max, p, Sigma, DeltaPhi, num_broken
1.197972401039457645e-02,2.314571917369155352e-01,6.130627619713874266e-01,6.168936373469960017e+02,2.285749957814321720e-01,1.000000000000000000e+00
1.198472401039457624e-02,2.337949748935860828e-01,6.130627619713873155e-01,6.157240429099019821e+02,2.287435195653416964e-01,1.000000000000000000e+00
1.198972401039457604e-02,2.361459747109724838e-01,6.130627619713873155e-01,6.145590070606469908e+02,2.289117119578170656e-01,1.000000000000000000e+00
1.199472401039457584e-02,2.385133075956274717e-01,6.130627619713873155e-01,6.133987521690196445e+02,2.290795693915677611e-01,1.000000000000000000e+00
1.199972401039457390e-02,2.409008657103247908e-01,6.130627619713870935e-01,6.122433692469586504e+02,2.292470924691295819e-01,1.000000000000000000e+00
1.200472401039457369e-02,2.433133796846358166e-01,6.130627619713875376e-01,6.110928535170058922e+02,2.294142853016646333e-01,1.000000000000000000e+00
1.200972401039457349e-02,2.457564888812174830e-01,6.130627619713875376e-01,6.099471450919829749e+02,2.295811567982431189e-01,1.000000000000000000e+00
1.201472401039457329e-02,2.207181540920471752e-01,6.130627619713872045e-01,6.087593298728760374e+02,2.297496433702782836e-01,2.000000000000000000e+00
1.201972401039457308e-02,2.224943206264574924e-01,6.130627619713873155e-01,6.076920540068517766e+02,2.299130383466913008e-01,2.000000000000000000e+00
1.202472401039457114e-02,2.242701941570332258e-01,6.130627619713873155e-01,6.066275447160825252e+02,2.300762031772499439e-01,2.000000000000000000e+00
1.202972401039457094e-02,2.260461817970187415e-01,6.130627619713872045e-01,6.055659577595309884e+02,2.302391253620365841e-01,2.000000000000000000e+00
1.203472401039457074e-02,2.278228155551405565e-01,6.130627619713875376e-01,6.045074455397010524e+02,2.304018046671345854e-01,2.000000000000000000e+00
1.203972401039457053e-02,2.296007107966750171e-01,6.130627619713873155e-01,6.034521327418522105e+02,2.305642419923415454e-01,2.000000000000000000e+00
1.204472401039457033e-02,2.313804603239806579e-01,6.130627619713875376e-01,6.024001661339621023e+02,2.307265097562144762e-01,2.000000000000000000e+00
1.204972401039456839e-02,2.331627946445541111e-01,6.130627619713873155e-01,6.013517406582631111e+02,2.308886305053938770e-01,2.000000000000000000e+00
1.205472401039456819e-02,2.350160689608905007e-01,6.130627619713876486e-01,6.001877793324265440e+02,2.310556331720768630e-01,2.000000000000000000e+00
1.205972401039456798e-02,2.369059693119857368e-01,6.130627619713875376e-01,5.989723313655152879e+02,2.312248244335934899e-01,2.000000000000000000e+00
1.206472401039456778e-02,2.388019927913946905e-01,6.130627619713872045e-01,5.977614285682572017e+02,2.313938428905485123e-01,2.000000000000000000e+00
1.206972401039456758e-02,2.407053580044140328e-01,6.130627619713877596e-01,5.965556414783382024e+02,2.315626711313686081e-01,2.000000000000000000e+00
1.207472401039456564e-02,2.426177558142452728e-01,6.130627619713873155e-01,5.953553246853928158e+02,2.317312963335517451e-01,2.000000000000000000e+00
1.207972401039456543e-02,2.445413773870466490e-01,6.130627619713876486e-01,5.941607186050064229e+02,2.318997122950919865e-01,2.000000000000000000e+00
1.208472401039456523e-02,2.247591420339687396e-01,6.130627619713870935e-01,5.928350049066998508e+02,2.320735954005913315e-01,3.000000000000000000e+00
1.208972401039456503e-02,2.263678812537432417e-01,6.130627619713874266e-01,5.917340414850298203e+02,2.322382028120785480e-01,3.000000000000000000e+00
1.209472401039456482e-02,2.279766921731740392e-01,6.130627619713874266e-01,5.906363591407341573e+02,2.324027149394344571e-01,3.000000000000000000e+00
1.209972401039456288e-02,2.295858885408604555e-01,6.130627619713873155e-01,5.895420596414857073e+02,2.325671315156856434e-01,3.000000000000000000e+00
1.210472401039456268e-02,2.311958233938147533e-01,6.130627619713875376e-01,5.884512174106665725e+02,2.327314535227811565e-01,3.000000000000000000e+00
1.210972401039456248e-02,2.328068780066845644e-01,6.130627619713874266e-01,5.873639014037613606e+02,2.328956844745647958e-01,3.000000000000000000e+00
1.211472401039456227e-02,2.344195027666460540e-01,6.130627619713872045e-01,5.862801791800845876e+02,2.330598263491532041e-01,3.000000000000000000e+00
1.211972401039456207e-02,2.360342150228682268e-01,6.130627619713875376e-01,5.852001068173947260e+02,2.332238762510224772e-01,3.000000000000000000e+00
1.212472401039456013e-02,2.376516426641688551e-01,6.130627619713870935e-01,5.841237258367473260e+02,2.333878368048374896e-01,3.000000000000000000e+00
1.212972401039455993e-02,2.392725108644912502e-01,6.130627619713870935e-01,5.830510667619514606e+02,2.335517111351427255e-01,3.000000000000000000e+00
1.213472401039455972e-02,2.408976653472660878e-01,6.130627619713877596e-01,5.819821493084069743e+02,2.337155028579465388e-01,3.000000000000000000e+00
1.213972401039455952e-02,2.425280870077397011e-01,6.130627619713873155e-01,5.809169877049811248e+02,2.338792158664328436e-01,3.000000000000000000e+00
1.214472401039455932e-02,2.441649261466581899e-01,6.130627619713870935e-01,5.798555953485059717e+02,2.340428539246321438e-01,3.000000000000000000e+00
1.214972401039455738e-02,2.458095441315885921e-01,6.130627619713879817e-01,5.787980035567466075e+02,2.342064197913586165e-01,3.000000000000000000e+00
1.215472401039455717e-02,2.263434950832266812e-01,6.130627619713870935e-01,5.774689460253192692e+02,2.343815719514166229e-01,4.000000000000000000e+00
1.215972401039455697e-02,2.278511141824240971e-01,6.130627619713873155e-01,5.763488396147433832e+02,2.345481156189540006e-01,4.000000000000000000e+00
1.216472401039455677e-02,2.293603497182881146e-01,6.130627619713874266e-01,5.752297951279840618e+02,2.347147168441565679e-01,4.000000000000000000e+00
1.216972401039455656e-02,2.308711893002581561e-01,6.130627619713869825e-01,5.741120735250982534e+02,2.348813709835544106e-01,4.000000000000000000e+00
1.217472401039455462e-02,2.323836680384099296e-01,6.130627619713875376e-01,5.729958516209010213e+02,2.350480495567256189e-01,4.000000000000000000e+00
1.217972401039455442e-02,2.338978777662626685e-01,6.130627619713874266e-01,5.718812853620856913e+02,2.352147243441821967e-01,4.000000000000000000e+00
1.218472401039455422e-02,2.354139788978188985e-01,6.130627619713875376e-01,5.707685151306027365e+02,2.353813754665051439e-01,4.000000000000000000e+00
1.218972401039455401e-02,2.369322133584730039e-01,6.130627619713869825e-01,5.696576584006326129e+02,2.355480026670979110e-01,4.000000000000000000e+00
1.219472401039455381e-02,2.384528838587260391e-01,6.130627619713872045e-01,5.685488081412677275e+02,2.357146067853798654e-01,4.000000000000000000e+00
1.219972401039455187e-02,2.399763488987433913e-01,6.130627619713873155e-01,5.674420402407573647e+02,2.358811894623933370e-01,4.000000000000000000e+00
1.220472401039455167e-02,2.415030386842062782e-01,6.130627619713870935e-01,5.663374142413183563e+02,2.360477531639258442e-01,4.000000000000000000e+00
1.220972401039455146e-02,2.430334298640338953e-01,6.130627619713877596e-01,5.652349947232845579e+02,2.362143011011298144e-01,4.000000000000000000e+00
1.221472401039455126e-02,2.445680519849453560e-01,6.130627619713876486e-01,5.641348498582127604e+02,2.363808307952449117e-01,4.000000000000000000e+00
1.221972401039455106e-02,2.198600167782087944e-01,6.130627619713873155e-01,5.627949711478017889e+02,2.365574506874016658e-01,5.000000000000000000e+00
1.222472401039454912e-02,2.212122375856730161e-01,6.130627619713874266e-01,5.618026428005185835e+02,2.367195824268979176e-01,5.000000000000000000e+00
1.222972401039454891e-02,2.225657314271633214e-01,6.130627619713867604e-01,5.608105339683922921e+02,2.368817531373064444e-01,5.000000000000000000e+00
1.223472401039454871e-02,2.239205296715228444e-01,6.130627619713873155e-01,5.598188158924543814e+02,2.370439533521413455e-01,5.000000000000000000e+00
1.223972401039454851e-02,2.252765147359911679e-01,6.130627619713870935e-01,5.588277289062600630e+02,2.372060215051105259e-01,5.000000000000000000e+00
1.224472401039454830e-02,2.266336465507976794e-01,6.130627619713868715e-01,5.578375619457682433e+02,2.373679411670228667e-01,5.000000000000000000e+00
1.224972401039454636e-02,2.279919182073420481e-01,6.130627619713869825e-01,5.568485686484350481e+02,2.375297015408621149e-01,5.000000000000000000e+00
1.225472401039454616e-02,2.293513422193775020e-01,6.130627619713870935e-01,5.558609901388159642e+02,2.376912933735416400e-01,5.000000000000000000e+00
1.225972401039454596e-02,2.307119345435466040e-01,6.130627619713868715e-01,5.548750450441784778e+02,2.378527080549621420e-01,5.000000000000000000e+00
1.226472401039454575e-02,2.320737283484452795e-01,6.130627619713869825e-01,5.538909248566159249e+02,2.380139398520983440e-01,5.000000000000000000e+00
1.226972401039454555e-02,2.334367877789104428e-01,6.130627619713876486e-01,5.529087936413884563e+02,2.381749824864677068e-01,5.000000000000000000e+00
1.227472401039454361e-02,2.348172401845834700e-01,6.130627619713873155e-01,5.518901514595600020e+02,2.383374583954883663e-01,5.000000000000000000e+00
1.227972401039454341e-02,2.362446197563023709e-01,6.130627619713875376e-01,5.507652806914626353e+02,2.385043054871484602e-01,5.000000000000000000e+00
1.228472401039454320e-02,2.376738275837914360e-01,6.130627619713873155e-01,5.496425431963850770e+02,2.386709357560279909e-01,5.000000000000000000e+00
1.228972401039454300e-02,2.391047786190866054e-01,6.130627619713872045e-01,5.485223158438202518e+02,2.388373360062243100e-01,5.000000000000000000e+00
1.229472401039454280e-02,2.405375331637563396e-01,6.130627619713873155e-01,5.474048513035419319e+02,2.390034976443900228e-01,5.000000000000000000e+00
1.229972401039454086e-02,2.419722389227650095e-01,6.130627619713873155e-01,5.462903348606068903e+02,2.391694145960620577e-01,5.000000000000000000e+00
1.230472401039454065e-02,2.434091003578131851e-01,6.130627619713873155e-01,5.451789148071047748e+02,2.393350821720070520e-01,5.000000000000000000e+00
1.230972401039454045e-02,2.448483731359496207e-01,6.130627619713875376e-01,5.440707135083121102e+02,2.395004966780563682e-01,5.000000000000000000e+00
1.231472401039454025e-02,2.160846071465775120e-01,6.130627619713873155e-01,5.426947430079916330e+02,2.396768112267107786e-01,6.000000000000000000e+00
1.231972401039454004e-02,2.173528633539991151e-01,6.130627619713873155e-01,5.417051842596134748e+02,2.398370801778867134e-01,6.000000000000000000e+00
1.232472401039453810e-02,2.186222656464533731e-01,6.130627619713873155e-01,5.407164150252798436e+02,2.399972148283576745e-01,6.000000000000000000e+00
1.232972401039453790e-02,2.198928269703817606e-01,6.130627619713873155e-01,5.397285191484813822e+02,2.401572124421570142e-01,6.000000000000000000e+00
1.233472401039453770e-02,2.211645656951474470e-01,6.130627619713876486e-01,5.387415614138155888e+02,2.403170722621928990e-01,6.000000000000000000e+00
1.233972401039453749e-02,2.224374900566888358e-01,6.130627619713876486e-01,5.377556013115017777e+02,2.404767926497809738e-01,6.000000000000000000e+00
1.234472401039453729e-02,2.237116143903619681e-01,6.130627619713872045e-01,5.367706926048376772e+02,2.406363720088170732e-01,6.000000000000000000e+00
1.234972401039453535e-02,2.249869666700832216e-01,6.130627619713874266e-01,5.357868821669679846e+02,2.407958094463689414e-01,6.000000000000000000e+00
1.235472401039453515e-02,2.262635731465877376e-01,6.130627619713872045e-01,5.348042151147006962e+02,2.409550988632684076e-01,6.000000000000000000e+00
1.235972401039453494e-02,2.275414727913472324e-01,6.130627619713874266e-01,5.338227331214212654e+02,2.411142381638246013e-01,6.000000000000000000e+00
1.236472401039453474e-02,2.288207101451198155e-01,6.130627619713875376e-01,5.328424764735880217e+02,2.412732241217800944e-01,6.000000000000000000e+00
1.236972401039453454e-02,2.301013482241098251e-01,6.130627619713873155e-01,5.318634819988303661e+02,2.414320565522850293e-01,6.000000000000000000e+00
1.237472401039453260e-02,2.313834615970614406e-01,6.130627619713877596e-01,5.308857825928172360e+02,2.415907354642896909e-01,6.000000000000000000e+00
1.237972401039453239e-02,2.326671375208519688e-01,6.130627619713874266e-01,5.299094073469278783e+02,2.417492610556419286e-01,6.000000000000000000e+00
1.238472401039453219e-02,2.339524809193971600e-01,6.130627619713876486e-01,5.289343854078693994e+02,2.419076340316106133e-01,6.000000000000000000e+00
1.238972401039453199e-02,2.352396082090213447e-01,6.130627619713875376e-01,5.279607611615209635e+02,2.420658560086815514e-01,6.000000000000000000e+00
1.239472401039453178e-02,2.365286323454185435e-01,6.130627619713872045e-01,5.269885839050755294e+02,2.422239268587640659e-01,6.000000000000000000e+00
1.239972401039452984e-02,2.378196860762772924e-01,6.130627619713876486e-01,5.260178949227044995e+02,2.423818467616897787e-01,6.000000000000000000e+00
1.240472401039452964e-02,2.391129244072648097e-01,6.130627619713873155e-01,5.250487296051796875e+02,2.425396161222170555e-01,6.000000000000000000e+00
1.240972401039452944e-02,2.404085210973164188e-01,6.130627619713873155e-01,5.240811192942223897e+02,2.426972354950164557e-01,6.000000000000000000e+00
1.241472401039452923e-02,2.417066774899616077e-01,6.130627619713876486e-01,5.231150909449003166e+02,2.428547056056927500e-01,6.000000000000000000e+00
1.241972401039452903e-02,2.430264274001499580e-01,6.130627619713872045e-01,5.221027452669133027e+02,2.430140171592870268e-01,6.000000000000000000e+00
1.242472401039452709e-02,2.443838498715668051e-01,6.130627619713876486e-01,5.210045338332563460e+02,2.431768054559044767e-01,6.000000000000000000e+00
1.242972401039452689e-02,2.457449877456092391e-01,6.130627619713874266e-01,5.199074911695912533e+02,2.433394184519282188e-01,6.000000000000000000e+00
1.243472401039452668e-02,2.194242273744936578e-01,6.130627619713877596e-01,5.185715292838489177e+02,2.435115606496048024e-01,7.000000000000000000e+00
1.243972401039452648e-02,2.206409615118703760e-01,6.130627619713875376e-01,5.175966211588132637e+02,2.436689933492584004e-01,7.000000000000000000e+00
1.244472401039452628e-02,2.218597543581755649e-01,6.130627619713874266e-01,5.166209393547603668e+02,2.438263687960635639e-01,7.000000000000000000e+00
1.244972401039452434e-02,2.230805977408578944e-01,6.130627619713873155e-01,5.156445897115485195e+02,2.439836841914359289e-01,7.000000000000000000e+00
1.245472401039452413e-02,2.243034928551080054e-01,6.130627619713874266e-01,5.146676468978427010e+02,2.441409380986247490e-01,7.000000000000000000e+00
1.245972401039452393e-02,2.255284519345737981e-01,6.130627619713875376e-01,5.136901792398894031e+02,2.442981304455915659e-01,7.000000000000000000e+00
1.246472401039452373e-02,2.267554923661280752e-01,6.130627619713873155e-01,5.127122437370586567e+02,2.444552612773115141e-01,7.000000000000000000e+00
1.246972401039452352e-02,2.279846408005467839e-01,6.130627619713876486e-01,5.117338897925475862e+02,2.446123306139184606e-01,7.000000000000000000e+00
1.247472401039452158e-02,2.292159290147526840e-01,6.130627619713876486e-01,5.107551603586420015e+02,2.447693390269924385e-01,7.000000000000000000e+00
1.247972401039452138e-02,2.304493876583524059e-01,6.130627619713876486e-01,5.097760979380514073e+02,2.449262880611256243e-01,7.000000000000000000e+00
1.248472401039452118e-02,2.316849560070800285e-01,6.130627619713874266e-01,5.087967924086378275e+02,2.450831269187865868e-01,7.000000000000000000e+00
1.248972401039452097e-02,2.329225709436013314e-01,6.130627619713874266e-01,5.078174394809915384e+02,2.452398219076625807e-01,7.000000000000000000e+00
1.249472401039452077e-02,2.341622306093144312e-01,6.130627619713874266e-01,5.068382381634542639e+02,2.453963674843286369e-01,7.000000000000000000e+00
1.249972401039451883e-02,2.354039462323566367e-01,6.130627619713874266e-01,5.058593747650682531e+02,2.455527585879201946e-01,7.000000000000000000e+00
1.250472401039451863e-02,2.366476910672767053e-01,6.130627619713877596e-01,5.048810451969971496e+02,2.457090141904907377e-01,7.000000000000000000e+00
1.250972401039451842e-02,2.378933414937291213e-01,6.130627619713873155e-01,5.039035606385025972e+02,2.458651837069172064e-01,7.000000000000000000e+00
1.251472401039451822e-02,2.391408753675603183e-01,6.130627619713872045e-01,5.029272558687058563e+02,2.460212516289498330e-01,7.000000000000000000e+00
1.251972401039451802e-02,2.403903105498881587e-01,6.130627619713872045e-01,5.019524132492975923e+02,2.461772047081165204e-01,7.000000000000000000e+00
1.252472401039451608e-02,2.416416938861849217e-01,6.130627619713874266e-01,5.009792792289524073e+02,2.463330313023905649e-01,7.000000000000000000e+00
1.252972401039451587e-02,2.428950985352430203e-01,6.130627619713874266e-01,5.000080788726392598e+02,2.464887220691236447e-01,7.000000000000000000e+00
1.253472401039451567e-02,2.441506161577325085e-01,6.130627619713873155e-01,4.990390150411679997e+02,2.466442679295033080e-01,7.000000000000000000e+00
1.253972401039451547e-02,2.454083475852956164e-01,6.130627619713874266e-01,4.980722688970994909e+02,2.467996500868825382e-01,7.000000000000000000e+00
1.254472401039451526e-02,2.176609901876009057e-01,6.130627619713874266e-01,4.968069871578393872e+02,2.469669352813512464e-01,8.000000000000000000e+00
1.254972401039451332e-02,2.187831007835096264e-01,6.130627619713873155e-01,4.959650526182243766e+02,2.471171341115297737e-01,8.000000000000000000e+00
1.255472401039451312e-02,2.199066761386732072e-01,6.130627619713870935e-01,4.951236220465310680e+02,2.472672510140143665e-01,8.000000000000000000e+00
1.255972401039451292e-02,2.210317114644185232e-01,6.130627619713875376e-01,4.942828135838388448e+02,2.474172805358384186e-01,8.000000000000000000e+00
1.256472401039451271e-02,2.221581926166941723e-01,6.130627619713873155e-01,4.934427201679324071e+02,2.475672183703521434e-01,8.000000000000000000e+00
1.256972401039451251e-02,2.232861052403849467e-01,6.130627619713874266e-01,4.926034173711673816e+02,2.477170610062305878e-01,8.000000000000000000e+00
1.257472401039451057e-02,2.244154356848777065e-01,6.130627619713872045e-01,4.917649724201905315e+02,2.478668067451434143e-01,8.000000000000000000e+00
1.257972401039451037e-02,2.255484427150397930e-01,6.130627619713873155e-01,4.909209890058232872e+02,2.480167187058876233e-01,8.000000000000000000e+00
1.258472401039451016e-02,2.267219607684915483e-01,6.130627619713872045e-01,4.899670110246223658e+02,2.481710585100613820e-01,8.000000000000000000e+00
1.258972401039450996e-02,2.278971147355056681e-01,6.130627619713874266e-01,4.890136082917036333e+02,2.483252983297973837e-01,8.000000000000000000e+00
1.259472401039450976e-02,2.290737538060901857e-01,6.130627619713876486e-01,4.880609606075904594e+02,2.484794316301329187e-01,8.000000000000000000e+00
1.259972401039450782e-02,2.302518024915476691e-01,6.130627619713873155e-01,4.871091887013293444e+02,2.486334539659699749e-01,8.000000000000000000e+00
1.260472401039450761e-02,2.314312174015064338e-01,6.130627619713873155e-01,4.861583857497777785e+02,2.487873619119025381e-01,8.000000000000000000e+00
1.260972401039450741e-02,2.326119747811834504e-01,6.130627619713874266e-01,4.852086285822292098e+02,2.489411526918283712e-01,8.000000000000000000e+00
1.261472401039450721e-02,2.337940656840512832e-01,6.130627619713872045e-01,4.842599837899301747e+02,2.490948239757902749e-01,8.000000000000000000e+00
1.261972401039450700e-02,2.349774806843447639e-01,6.130627619713876486e-01,4.833125133051130433e+02,2.492483742071665564e-01,8.000000000000000000e+00
1.262472401039450506e-02,2.361622333568066667e-01,6.130627619713870935e-01,4.823662719053825185e+02,2.494018018367554490e-01,8.000000000000000000e+00
1.262972401039450486e-02,2.373483435839897626e-01,6.130627619713874266e-01,4.814213158961516683e+02,2.495551058413948697e-01,8.000000000000000000e+00
1.263472401039450466e-02,2.385358434972413844e-01,6.130627619713873155e-01,4.804776988607261501e+02,2.497082865613767799e-01,8.000000000000000000e+00
1.263972401039450445e-02,2.397247688091566631e-01,6.130627619713873155e-01,4.795354734755775894e+02,2.498613427724476754e-01,8.000000000000000000e+00
1.264472401039450425e-02,2.409151745715179538e-01,6.130627619713872045e-01,4.785946844498033101e+02,2.500142736351306794e-01,8.000000000000000000e+00
1.264972401039450231e-02,2.421071122804372699e-01,6.130627619713870935e-01,4.776553838673231667e+02,2.501670780733114552e-01,8.000000000000000000e+00
1.265472401039450211e-02,2.433006581714477479e-01,6.130627619713873155e-01,4.767176120623158226e+02,2.503197555434508170e-01,8.000000000000000000e+00
1.265972401039450190e-02,2.444958832138487692e-01,6.130627619713874266e-01,4.757814169353481475e+02,2.504723046523052443e-01,8.000000000000000000e+00
1.266472401039450170e-02,2.456928732362506085e-01,6.130627619713873155e-01,4.748468423923572459e+02,2.506247242545269760e-01,8.000000000000000000e+00
1.266972401039450150e-02,2.132135174263732058e-01,6.130627619713872045e-01,4.736073690247196168e+02,2.507891867405548370e-01,9.000000000000000000e+00
1.267472401039449956e-02,2.142714565892274436e-01,6.130627619713873155e-01,4.727992591794516670e+02,2.509364458814616894e-01,9.000000000000000000e+00
1.267972401039449935e-02,2.153311224042761540e-01,6.130627619713869825e-01,4.719909172594293523e+02,2.510836601002837121e-01,9.000000000000000000e+00
1.268472401039449915e-02,2.163925286265392378e-01,6.130627619713873155e-01,4.711823976124022693e+02,2.512308282193055353e-01,9.000000000000000000e+00
1.268972401039449895e-02,2.174556652706209625e-01,6.130627619713869825e-01,4.703737418143728064e+02,2.513779448199877087e-01,9.000000000000000000e+00
1.269472401039449874e-02,2.185205218108764724e-01,6.130627619713873155e-01,4.695649837939420763e+02,2.515250077022999631e-01,9.000000000000000000e+00
1.269972401039449680e-02,2.195870853353085739e-01,6.130627619713870935e-01,4.687561540624091663e+02,2.516720172999497018e-01,9.000000000000000000e+00
1.270472401039449660e-02,2.206553295653913560e-01,6.130627619713872045e-01,4.679472852893485424e+02,2.518189756987208039e-01,9.000000000000000000e+00
1.270972401039449640e-02,2.217252382661589749e-01,6.130627619713873155e-01,4.671384091522182871e+02,2.519658836629849463e-01,9.000000000000000000e+00
1.271472401039449619e-02,2.227967968605109039e-01,6.130627619713874266e-01,4.663295553419366115e+02,2.521127420588024082e-01,9.000000000000000000e+00
1.271972401039449599e-02,2.238699968304741494e-01,6.130627619713873155e-01,4.655207488950538846e+02,2.522595513192462668e-01,9.000000000000000000e+00
1.272472401039449405e-02,2.249448313123609822e-01,6.130627619713874266e-01,4.647120135617868186e+02,2.524063119727034676e-01,9.000000000000000000e+00
1.272972401039449385e-02,2.260212978803566031e-01,6.130627619713874266e-01,4.639033682945152464e+02,2.525530247815988560e-01,9.000000000000000000e+00
1.273472401039449364e-02,2.270993954804975956e-01,6.130627619713870935e-01,4.630948316758580177e+02,2.526996905712455832e-01,9.000000000000000000e+00
1.273972401039449344e-02,2.281791279450049725e-01,6.130627619713873155e-01,4.622864179053562452e+02,2.528463103902455766e-01,9.000000000000000000e+00
1.274472401039449324e-02,2.292605005582694921e-01,6.130627619713873155e-01,4.614781411846382753e+02,2.529928853418101919e-01,9.000000000000000000e+00
1.274972401039449130e-02,2.303435226057459762e-01,6.130627619713875376e-01,4.606700125555512955e+02,2.531394167118758420e-01,9.000000000000000000e+00
1.275472401039449109e-02,2.314282062160988029e-01,6.130627619713874266e-01,4.598620417694777984e+02,2.532859058996277390e-01,9.000000000000000000e+00
1.275972401039449089e-02,2.325145677599607386e-01,6.130627619713870935e-01,4.590542358486416106e+02,2.534323544781570403e-01,9.000000000000000000e+00
1.276472401039449069e-02,2.336177883695520485e-01,6.130627619713874266e-01,4.582016085074091620e+02,2.535805926591406800e-01,9.000000000000000000e+00
1.276972401039449048e-02,2.347442302531094760e-01,6.130627619713873155e-01,4.572856116292077786e+02,2.537313754867321358e-01,9.000000000000000000e+00
1.277472401039448854e-02,2.358727096266471368e-01,6.130627619713868715e-01,4.563691412552687439e+02,2.538821491173895439e-01,9.000000000000000000e+00
1.277972401039448834e-02,2.370031713011776786e-01,6.130627619713869825e-01,4.554522694112752674e+02,2.540329131340054447e-01,9.000000000000000000e+00
1.278472401039448814e-02,2.381355973214893118e-01,6.130627619713875376e-01,4.545350428741031692e+02,2.541836682947534176e-01,9.000000000000000000e+00
1.278972401039448793e-02,2.392700036464442959e-01,6.130627619713874266e-01,4.536174806176682637e+02,2.543344166276943485e-01,9.000000000000000000e+00
1.279472401039448773e-02,2.404064089646056335e-01,6.130627619713869825e-01,4.526996020683725988e+02,2.544851603055617306e-01,9.000000000000000000e+00
1.279972401039448579e-02,2.415448520012334899e-01,6.130627619713872045e-01,4.517814107245865785e+02,2.546359023098315189e-01,9.000000000000000000e+00
1.280472401039448559e-02,2.426853809138226625e-01,6.130627619713868715e-01,4.508629075521546952e+02,2.547866459084816015e-01,9.000000000000000000e+00
1.280972401039448538e-02,2.438280579735414844e-01,6.130627619713873155e-01,4.499440871809212581e+02,2.549373948199440965e-01,9.000000000000000000e+00
1.281472401039448518e-02,2.449729434268744233e-01,6.130627619713869825e-01,4.490249497005982562e+02,2.550881530712404421e-01,9.000000000000000000e+00
1.281972401039448498e-02,2.071483655521840495e-01,6.130627619713874266e-01,4.476894494018254704e+02,2.552554028037161138e-01,1.000000000000000000e+01
1.282472401039448304e-02,2.081459727621505773e-01,6.130627619713875376e-01,4.468980083076475580e+02,2.554010343436629582e-01,1.000000000000000000e+01
1.282972401039448283e-02,2.091460051628766248e-01,6.130627619713875376e-01,4.461047946784198643e+02,2.555466948272142047e-01,1.000000000000000000e+01
1.283472401039448263e-02,2.101484965691334528e-01,6.130627619713872045e-01,4.453098694897860810e+02,2.556923978278713427e-01,1.000000000000000000e+01
1.283972401039448243e-02,2.111534549764259860e-01,6.130627619713874266e-01,4.445132686936095183e+02,2.558381451713835353e-01,1.000000000000000000e+01
1.284472401039448222e-02,2.121608807002367258e-01,6.130627619713873155e-01,4.437150185691798470e+02,2.559839384652037864e-01,1.000000000000000000e+01
1.284972401039448028e-02,2.131707694340631565e-01,6.130627619713874266e-01,4.429151387483178155e+02,2.561297772791883420e-01,1.000000000000000000e+01
1.285472401039448008e-02,2.141831200623985076e-01,6.130627619713873155e-01,4.421136433951588174e+02,2.562756649583172175e-01,1.000000000000000000e+01
1.285972401039447988e-02,2.151979329161183008e-01,6.130627619713875376e-01,4.413105417574065541e+02,2.564216052547817482e-01,1.000000000000000000e+01
1.286472401039447967e-02,2.162152105741994845e-01,6.130627619713870935e-01,4.405058377326248547e+02,2.565676023501750058e-01,1.000000000000000000e+01
1.286972401039447947e-02,2.172349093105839513e-01,6.130627619713876486e-01,4.396995524386645684e+02,2.567136734298575695e-01,1.000000000000000000e+01
1.287472401039447753e-02,2.182569505432330192e-01,6.130627619713873155e-01,4.388917757508429531e+02,2.568598341469577884e-01,1.000000000000000000e+01
1.287972401039447733e-02,2.192812865392377020e-01,6.130627619713872045e-01,4.380826139442712588e+02,2.570060829190410345e-01,1.000000000000000000e+01
1.288472401039447712e-02,2.203078689916979638e-01,6.130627619713873155e-01,4.372721692005022192e+02,2.571524189868727994e-01,1.000000000000000000e+01
1.288972401039447692e-02,2.213366628834640970e-01,6.130627619713873155e-01,4.364605371336220969e+02,2.572988406594735600e-01,1.000000000000000000e+01
1.289472401039447672e-02,2.223675991183428069e-01,6.130627619713874266e-01,4.356478187846726087e+02,2.574453097338412766e-01,1.000000000000000000e+01
1.289972401039447478e-02,2.234005765349517947e-01,6.130627619713870935e-01,4.348341894571917123e+02,2.575917777648566442e-01,1.000000000000000000e+01
1.290472401039447457e-02,2.244355368307791587e-01,6.130627619713870935e-01,4.340198131191429525e+02,2.577382417230650313e-01,1.000000000000000000e+01
1.290972401039447437e-02,2.254724332615668236e-01,6.130627619713870935e-01,4.332048263576526779e+02,2.578846998118686784e-01,1.000000000000000000e+01
1.291472401039447417e-02,2.265112289559818581e-01,6.130627619713874266e-01,4.323893412519971093e+02,2.580311513368105381e-01,1.000000000000000000e+01
1.291972401039447396e-02,2.275518959636140259e-01,6.130627619713873155e-01,4.315734488692859259e+02,2.581775965560774155e-01,1.000000000000000000e+01
1.292472401039447202e-02,2.285944125561902296e-01,6.130627619713872045e-01,4.307572243975351967e+02,2.583240364654662002e-01,1.000000000000000000e+01
1.292972401039447182e-02,2.296387652370212029e-01,6.130627619713872045e-01,4.299407263162145227e+02,2.584704728229369475e-01,1.000000000000000000e+01
1.293472401039447162e-02,2.306849451303737975e-01,6.130627619713874266e-01,4.291240024829357935e+02,2.586169079023636352e-01,1.000000000000000000e+01
1.293972401039447141e-02,2.317329496304698644e-01,6.130627619713874266e-01,4.283070890969921152e+02,2.587633445339276861e-01,1.000000000000000000e+01
1.294472401039447121e-02,2.327827818191085252e-01,6.130627619713872045e-01,4.274900128236137107e+02,2.589097860132779649e-01,1.000000000000000000e+01
